id,review_scores_rating,number_of_reviews,name,description,neighborhood_overview,host_since,host_response_time,host_response_rate,latitude,longitude,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,distance_km
1140753317635563117,4.67,3,Traum-Villa mit Kamin & Garten,"Sit back and relax in this quiet, stylish space. <br /><br />This modern renovated detached house in the west of Munich is located in a quiet residential neighborhood of the city - quiet yet fast at all hotspots...",,2017-09-04,within an hour,100%,48.15230030954669,11.421871218001408,1.5,2.0,4.0,238.0,2,180,11.51401152235499
1141268861017517983,4.88,89,LeNi Living - Klein! Fein! Dein!,"The newly renovated 40 sqm, ground-level apartment is located in the heart of Munich just a stone's throw away from the main train station. From here you can walk to all the noteworthy sights of the city. In the middle of it and yet quiet due to the excellent location in the rear building.<br />The place is good for couples, families, or other small groups.<br />It has a single parking space in the underground garage.",,2016-10-29,within an hour,100%,48.14428651709144,11.560532748699188,1.0,2.0,3.0,355.0,1,365,1.346525574339147
1141415988407669065,4.94,17,"Gemütliche, helle  Altbauwohnung im Herzen von MUC","Hello dear accommodation seeker :),<br /><br />I am renting out my beautiful old building apartment.<br /><br />Old building, high ceilings, herringbone parquet...<br />Everything in it that you could need, because I once lived here myself.<br />Beautifully central, but still quiet.<br />Very well connected to public transportation. <br />The U-Bahn [subway]/bus and tram are right at your doorstep.<br />In the middle of the city, but still in the countryside.<br /><br />Families and 4-legged friends welcome :)...",,2013-05-06,within a day,50%,48.12078230175612,11.577431702976792,1.0,1.0,1.0,252.0,2,365,1.8513717440006061
1142482550080811807,4.73,26,"Room ""Aiplspitz"" 606","Enjoy your stay in beautiful Munich. Whether a walk through the old town or a trip to the mountains, the central location opens up all the possibilities for exploring.<br />After only 500 meters walk you are already at Karlsplatz (Stachus) - the entrance to the historic Munich old town.<br /><br />The room is on the 6th upper floor and can be reached with an elevator. There's a kitchen you share with other guests. This is on the 6th floor.",,2021-04-12,within an hour,93%,48.13805319999999,11.5613486,1.0,1.0,1.0,212.0,4,31,1.0481742534148564
1143446878262621369,5.0,8,Styl. Studio am Rotkreuzplatz,"- Cozy bright and stylish home, individually furnished<br />- Open sleeping and living area to 1.5 rooms<br />- Cozy bed (140 cm x 200 cm)<br />- Kitchen with microwave and dishwasher<br />- Beautiful modern bathroom with walk in shower and washing machine<br />- Large sunny balcony with outdoor lounge and dining table<br />- Samsung Lifestyle TV with satellite TV and Wi-Fi (50Mb/s)<br />- Centrally located, only 5 min to the Rotkreutzpplatz subway<br />- lots of shops, restaurants and cafes in the immediate vicinity",,2015-11-13,within a few hours,100%,48.1519202,11.5300934,1.0,1.0,1.0,63.0,90,180,3.7327157656702323
1143611694454000403,5.0,21,"Gemütliches großes Zimmer, ankommen und wohlfühlen","Welcome to our spacious basement room with guest bathroom in a modern townhouse in the quiet east of Munich. Here you will find peace and relaxation after a busy day. The room has a comfortable bed, sofa bed, Wi-Fi workstation, coffee maker and kettle. Common areas are the dining room, living room and terrace, where smoking is also allowed. With good public transport connections, you can quickly reach the city and the trade fair city of Riem.",,2024-03-03,within a few hours,100%,48.1488802,11.6389941,1.0,1.0,2.0,136.0,3,14,4.886047080974187
1143638616242400123,5.0,2,"Lovely, clean and comfy room.","This 5 bedroom family house is located in a quiet, pleasant and green neighbourhood in the north of Munich, called Feldmoching. The house is on the U2 metro lane, less than 20 min from the centre by metro (plus 10 min walking to the metro station). It's a residential area with lovely neighbours and some lovely local things to do, such as visiting a local farm with a caffe, or swimming in the local lake, and eating an italian icecream from the popular local ice-cream maker.",,2021-02-07,within a day,100%,48.21776,11.5387,1.5,2.0,2.0,109.0,2,365,9.343860594647234
1143641179630712030,5.0,5,Cozy city flat in munich east,My flat is perfectly located in beautiful Haidhausen and well maintained + equipped to explore munich or for a business trip. Footsteps to trains/busses/supermarket/bakery etc..,,2018-07-30,within a day,100%,48.13448662235148,11.610989928204818,1.0,1.0,2.0,179.0,10,35,2.6577714495784805
1144213992360734439,4.85,20,grosse Wohnung in Bogenhausen,"nice spacious 80m2 apartment in Bogenhausen in well-kept neighborhood<br />4th floor with 2 balconies, west side",,2014-07-25,within an hour,100%,48.15717377308744,11.635797818502224,1.5,2.0,1.0,148.0,3,365,4.989890824965536
1144233772780314208,4.94,17,"Ruhige Lage, Nähe Innenstadt",Big living room with large sun terrace. Bedroom with 140x200 bed. Large bathroom with natural light. Kitchen shared use incl. coffee maker. 4th floor with elevator.,,2024-04-25,within an hour,100%,48.10917,11.52913,0.5,1.0,1.0,155.0,2,8,4.653316423064785
1144834282813309831,5.0,12,Nice Charming  Room in Munich,Cozy small apartment in the attic of my house with its own bedroom and private bathroom and living room<br />Without a separate entrance <br />Dog in the house,,2024-04-28,within an hour,100%,48.1060294,11.6667802,1.0,1.0,1.0,130.0,1,7,7.623804566099356
1145026510948657101,,0,Charming Apartment - Munich,Welcome to our delightful apartment located in the vibrant heart of Munich! This charming space is perfect for travelers who want to immerse themselves in the local culture while enjoying the comforts of home,,2024-01-16,,,48.18444058548543,11.534468500084651,1.0,1.0,1.0,500.0,1,365,6.051333424827686
1145389045176692692,4.9,21,Alpine & Munich skyline view apt,Discover the modern 3-room apartment with an unparalleled panoramic view that stretches across the entire Munich skyline to the snow-capped peaks of the Alps. A sight that enchants anew every day.,,2018-11-04,,,48.18520698214346,11.49825856089592,1.5,3.0,4.0,255.0,5,60,7.813655586660993
1145496673904935968,5.0,5,Zentrale Wohnung (83m2) Maxvorstadt,"Experience Munich from the heart of Maxvorstadt in our welcoming, well-equipped home. Just steps from museums, the English Garden, and fantastic dining, our spacious 83 sqm apartment has everything you need to relax, explore, or work remotely. <br /><br />Ideal for travelers seeking a comfortable and quiet stay and experience Munich from its heart.",,2017-08-21,within a day,100%,48.15449569886925,11.565026555752873,1.0,1.0,2.0,110.0,1,365,2.054083300247676
1146118612820223971,4.71,55,Wohnung neben Schloß Blutenburg mit eigenem Garten,"Apartment with 2 bedrooms living room , large dining kitchen, 2 bathrooms and terrace/garden.<br /><br />Centrally located apartment for 5 people.<br />The holiday apartment is located in an independent rear house (two-family home)<br /><br />Private parking on the street is also available to the guest for free. <br /><br />It is about 20 minutes by public transport to the city center. <br /><br />The private terrace with barbecue invites you to end the evening.",,2018-02-26,within an hour,100%,48.1656,11.45591,1.5,2.0,4.0,470.0,1,1125,9.406083709072774
1146412534276827021,4.72,25,Vollausgestattes Appartment in der Au,"This fully equipped and super functional micro apartment is in the heart of the Au, right at the U-Bahn station Kolumbusplatz and only a few steps from the Isar meadows. The city center, the Glockenbachviertel and most of the city's sights are within walking distance.<br />The transport connection by U-Bahn and several buses is almost perfect. The Au also impresses with its diverse restaurants, bars and shopping.",,2024-04-30,within a few hours,100%,48.120433369905655,11.57510083168745,1.0,1.0,0.0,105.0,2,90,1.8844132652925345
1147126064381147689,4.94,34,"Cómodas Habitaciones con estilo, cerca de Messe","Our house offers 2 private rooms, perfect for those looking for comfort and style during their stay.<br /><br />But that's not all. You'll also have exclusive access to a spacious living room with TV and desk, perfect for those who need a quiet space to work or study during your stay, ah! We can't forget to mention our beautiful private bathroom.<br /><br />One block from the bus and two blocks from the S-Bahn, which will leave you in the Center in just 16 minutes.",,2015-06-28,within an hour,100%,48.11552,11.69494,1.0,2.0,3.0,142.0,2,365,9.19662447485246
1148332399401702319,5.0,1,Munich City Apartment,Enjoy Munich at this centrally-located place.,,2015-06-28,,,48.13404077336182,11.5815090770251,1.0,1.0,1.0,522.0,7,365,0.5837423612390567
1148589254253891091,5.0,6,Rotkreuzplatz • eigenes Zimmer+Bad+Terrasse,"Welcome to our cozy bedroom for 2 with private bathroom and private terrace in the center of Munich! This modern, quiet and bright accommodation offers the perfect retreat for travellers seeking comfort and convenience in one of the most vibrant cities in Germany. The location of the apartment 3 minutes walk from Rotkreuzplatz is excellent and allows you to easily reach all the sights and amenities of Munich.",,2012-08-16,,,48.15063103855453,11.5312479491061,1.0,1.0,1.0,300.0,1,365,3.5946302720250904
1149235392166516860,4.67,12,MyRoom-Munich Fair Apartments,"Apartments, directly at the Munich trade fair, await your visit. The modern apartments are chicly furnished and equipped with everything you need for a short break or visit. Two single beds as well as a high-quality kitchenette with refrigerator, microwave and glass-ceramic cooktop as well as flat-screen TV are included as well as a protected balcony to linger. Of course, the room price also includes fast Wi-Fi. Feel good from the first day.",,2024-05-04,within an hour,100%,48.13269088931557,11.697289900000015,1.0,1.0,2.0,194.0,1,364,9.057532376405769
1149371145860057284,4.85,20,"Klein, fein und rein.","O'zapft is – have fun but please in moderation! 🥨🍺<br />Come home safely & stay considerate – NO noise/chaos.<br /><br />The room is on the street side, but also on the west side, has insulated windows and quiet neighbors. <br /><br />Bed extendable up to 1.60 m - You can put the mattresses separately if necessary.<br /><br />Public parking available - first come, first serve!<br />U-Bahn: U2 Milbertshofen<br />Direct connection to Messe Ost & Hauptbahnhof. Olympiapark is within walking distance!<br /><br />Supermarkets & a few restaurants around the corner.",,2019-05-12,within a day,100%,48.18260747207833,11.567392237275763,1.0,1.0,1.0,129.0,1,3,5.0644792079843395
1149685094074469827,,0,Charmante Wohnung in Schwabing,"Rent my 1-room apartment with small kitchen and balcony, shower bath, nicely cut, centrally located in Schwabing-West at Elisabethmarkt, including Wi-Fi and TV.<br />The apartment is fully furnished and equipped, a washing machine and dryer are located in the shared cellar.<br /><br />Only for rent to an individual and non-smoker.",,2021-07-05,,,48.15819,11.57328,1.0,1.0,1.0,69.0,14,35,2.319629056374934
1149900893770495877,4.8,5,Appartment in Solln,"Rent my 1-room apartment at short notice! Quietly located, bus to the subway within walking distance, west side, small balcony, communal washing machine in the basement, shopping around the corner.",,2024-04-27,within an hour,100%,48.07915,11.5052,1.0,1.0,1.0,99.0,4,30,8.313752183716591
1150018667840735321,5.0,11,großes Zimmer Wohnung am Rotkreutzplatz,"Quiet, spacious apartment in the heart of Munich – ideal for a city trip.<br />During my absence, the large living room with sleeping and TV area as well as dining area is available for your exclusive use. The kitchen is fully equipped to prepare breakfast or other meals for you. A spacious bathroom and guest toilet are provided. U-Bahn [subway], S-Bahn [suburban train] and bus stops are within walking distance – perfect for exploring the Munich area.<br />Non-smokers only",,2024-05-05,within a few hours,100%,48.15268,11.5391,1.0,1.0,1.0,147.0,2,200,3.188035478540788
1150060378002569113,4.2,5,Bestlage in München,Enjoy a stylish experience at this centrally-located home.,,2012-04-16,within an hour,100%,48.16056581314053,11.578577524007772,1.0,2.0,2.0,144.0,3,15,2.58877759969105
1150066828075948751,5.0,15,46 qm² zentral Dachgeschoss,"2 bedroom apartment, near Rotkreuzplatz in the district of Neuhausen. <br />Top location: Thanks to the subway, tram & bus quickly to the main train station, downtown, Theresienwiese (Oktoberfest), Nymphenburg Castle & Olympiapark. Next door is a supermarket (Netto) and several shops and restaurants on Rotkreuzplatz.<br />WLAN/ WIFI available.<br /><br />The accommodation: 46 sqm apartment with a bed (2 m *1.60 m) for max. 2 people plus wardrobe. In the living room is a pull-out couch – enough for 1-2 people in addition.",,2024-03-25,within an hour,100%,48.1567524,11.5377655,1.0,1.0,2.0,239.0,2,365,3.5288243188728523
1150127999828725957,4.56,9,Traum Wohnung im Herzen Münchens,"Discover this charming 76 sqm 3-room apartment in the heart of Munich. It features a spacious living room with a home cinema system, two comfortable bedrooms, a sunny balcony, a fully equipped kitchen, and modern bathroom facilities. Located next to the beautiful Westpark, enjoy green spaces, a lake, and outdoor cafés. The city center is just 10 minutes away, offering convenience and easy access to all amenities. Don't miss this perfect blend of comfort and prime location!",,2014-07-22,within a few hours,100%,48.12683988274746,11.532661675041073,1.0,2.0,2.0,480.0,3,365,3.3839424176387216
1150588263397770681,4.82,11,Furnished Studio Apt. Schwabing,"A studio apartment with a kitchen and balcony is available to rent for the any duration. The apartment is fully furnished: kitchenette with all cooking utensils, single bed (King Size) incl. bed linen and towels, wardrobe, desks,  shelves with plenty of storage space. washing machine under the building. Fast WLAN.  <br /> <br />The direct connection to the U6 makes it possible. 5 minutes to Münchener Freiheit, 15 minutes to Marienplatz (city center), or to the",,2024-05-06,within a few hours,100%,48.17476742657362,11.58522210735019,1.0,1.0,1.0,250.0,1,365,4.220301312552396
1150766751506336695,4.92,60,cute flat next 2 English garden,,,2014-08-17,within a day,63%,48.16356,11.5875,1.0,1.0,1.0,135.0,1,365,3.0456430208625567
1151392186147764702,4.79,29,Ruhiges Apartment in Schwabing,"Your apartment: shower/toilet, centrally located in Schwabing, in the middle of a diverse gastronomy and shops of daily needs. <br />1 double bed, 180cm wide.<br /><br />Ideal starting point for trade fairs, concerts, sightseeing, many things within walking distance, public Transportation in close proximity.<br /><br />Luitpoldpark with beer garden and view hill for spectacular Munich skyline sun courses is around the corner. Olympiapark and English Garden not far away.<br /><br />Look forward to Munich <br />to discover.",,2020-07-26,within an hour,100%,48.1646267011464,11.56726886698835,1.0,1.0,1.0,118.0,1,7,3.089839516743232
1151566334432236517,5.0,7,First class 2-Etagenwohnung Wiesn Toplage,This spacious and special apartment (>120 sqm) for 4 people (3 rooms + 2 bathrooms) over the top 2 floors impresses with its modern equipment and the absolute top location.<br />The listed style building (1894) has an elevator. <br />The Theresienwiese with the Bavaria is within 50 meters walking distance and in the field of view of the apartment. The area is characterized by an outstanding restaurant offer and the subway can be reached in 3 minutes with connection to downtown (2 stations).,,2024-05-07,within a few hours,100%,48.1271256,11.5521005,2.0,2.0,2.0,500.0,3,365,2.0735036834475458
1151622492450721908,4.33,3,Maison à Munich centre,"Make life easier at this peaceful, centrally located home.",,2019-05-05,within an hour,100%,48.11452291893978,11.604397338733946,1.0,2.0,1.0,286.0,2,365,3.328529294149107
1152125039635537007,,0,Apartment in Munich,"Large sofa bed + kitchen + sofa bed + washing machine + bathroom + tv + WiFi<br />Great location:<br />1 min. to ""Alte Heide"" metro (7 minutes to Marienplatz) + 3 min. to free car parking + 1 min. to Aldi, Edeka, post office, pharmacy + 1 min. to Biergarten + 5 min. to Englischer Garten + 5 min. to Ungererbad (Swimming pool - outdoor pool)",,2018-06-28,within an hour,100%,48.17792,11.60093,1.0,1.0,1.0,248.0,2,30,4.888497162636468
1152165543045085487,4.73,11,Appartamento carino.,Cute apartment with all services nearby. 3 minutes walk by subway and tram.,,2024-03-15,within an hour,100%,48.10854072582474,11.570760693041215,1.0,1.0,1.0,121.0,3,10,3.225386794700666
1152627462260387834,4.36,50,Deluxe Apartment - Servus Apartments,"Welcome to Servus Apartments by Homaris, our modern serviced apartment building in the heart of Munich. Enjoy the convenience of digital check-in and experience the perfect blend of comfort and technology. Our apartments offer a seamless stay with all the amenities you need for a stress-free visit to this vibrant city. Explore Munich on your own terms, knowing you have a comfortable retreat waiting for you.","Sankt-Martin Straße is an enchanting street in the heart of Munich. The street is well known for its picturesque architecture, quaint shops, and cozy cafes.<br />All in all, Sankt-Martin-Straße is a must for anyone traveling to Munich. It offers a glimpse into the city's vibrant cultural scene and is the perfect place to soak up the atmosphere of this beautiful and historic city.",2023-05-03,within an hour,87%,48.11708309999999,11.5906337,0.0,1.0,3.0,380.0,1,90,2.522913579192
1152753206866627479,4.93,30,Lovely Lakes Lodge,"Welcome to your Munich Oasis! This newly renovated home is just 5 minutes from the subway station (Feldmoching), with Munich’s city center 20 min and the airport 25 min away. Enjoy a shared kitchen, a garden, and a well-equipped private room. Nearby lakes and AC keep you cool in summer. Perfect for travelers, remote workers, and anyone looking for a calm and relaxing stay. I'm happy to share my favorite spots in and around Munich. And maybe you'll join me for a hike in the majestic Alps.",,2018-07-15,within a day,100%,48.212482816483714,11.544316111081294,1.0,1.0,1.0,51.0,1,120,8.664167851498203
1152888706439249691,4.78,36,2 Zimmer Traumwohnung Nähe Zentrum-Isar,"Enjoy a stylish experience at this centrally-located home. <br />The idyllic Isarauen with a beautiful park are only a 10-minute walk away and invites you to swim and chill in the sun a few meters further on the Isar in summer. In the evening you can end the day relaxed in front of the 65 inch TV. <br />Subway / bus / supermarkets / bakery /pizzeria /kebab, all right at your doorstep. Good connection to Messe / Hauptbahnhof/ Ostbahnhof and of course to the Wies'n :)",,2018-05-17,within an hour,100%,48.1133562,11.5703154,1.0,1.0,3.0,298.0,1,30,2.698114291146899
1153455796091872774,5.0,5,Gemütliches Zimmer mit eig. Bad,"Welcome to our charming home in Munich Daglfing! We offer a cozy 25 sqm room with private bathroom, ideal for travelers looking for comfort and easy access to the city. The airport is 25 min by car and 30 min by S-Bahn (direct S8 connection). The city center (Marienplatz) can be reached in 15 minutes. Messe ICM is 5 min by car or 18 min by bus. In front of the house there is a supermarket, bakery and restaurants.",,2021-09-24,within a few hours,100%,48.14914196306464,11.658021139014606,0.5,1.0,1.0,144.0,1,6,6.265496431213826
1153720962735010730,5.0,2,"Elegant apartment, Munich.","Beautiful 2 bedroom 2 bathroom apartment in the heart of Munich's most sought after location, Bogenhausen. Couples and families preferred. Sleeps 4. Take breakfast on the balcony of the main bedroom or at the bakery, only moments away. Walk through the Englischer Garten and the Isar river, 5 mins away. Downtown is a 7-10min drive, bike ride [take our his and hers Holland Dutch bikes] or 15min tram ride [from our doorstep].",,2019-04-13,within a few hours,100%,48.1479249,11.6054386,2.0,2.0,0.0,454.0,5,21,2.5159957987068657
1155766315546707359,5.0,7,Sehr gemütliche Wohnung am Glockenbachviertel,"The apartment is in a very central location, 3 minutes walk away to any public transportation, 5 minutes walk to Sendlinger Tor and 10 minutes walk away from the Oktoberfest (Theresienwiese)",,2017-11-10,within an hour,100%,48.12800078041808,11.571272228843,1.0,1.0,0.0,172.0,1,365,1.0876463831121554
1156243916275172072,5.0,18,Charming flat near M Trade Fair,Take it easy at this unique and tranquil getaway.,,2012-12-30,within a few hours,100%,48.1285498,11.6757343,1.0,1.0,0.0,290.0,2,29,7.507667162747022
1156358661909194458,5.0,1,DD Suites Basic Apartment,All suites are non-smoking suites<br />    Meeting room can be booked<br />    24h check-in<br />    Design <br />    Furniture Safe in each suite<br />    Flat TV<br />    Ironing board & iron<br />    Baby cot and high chair<br />    German & English<br />    Cleaning once a week<br />    Free High Speed Internet<br />    Fully Equipped Kitchenette<br />    Coffee maker and kettle<br />    Dishwasher (partially)<br />    Well-lit workspace,,2024-05-14,within a day,75%,48.1058513,11.5379585,1.0,1.0,1.0,212.0,1,365,4.475443185667951
1156646452397886684,5.0,2,Cozy 3 room flat in Munich,"**25 minutes from Oktoberfest**<br />We are renting our cozy safe space - a 3 room flat with 2 balconies in Munich Giesing. <br /><br />There are two fully equipped bedrooms with desks and screens (perfect for remote work or workation). Additionally, there is a living room with a sofa bed, as well as a kitchen, a bathroom (with bath tub) and a separate toilette. A highlight of the flat for sure are the two balconies, one of them with an outdoor lounge and another dining table.",,2014-06-12,within a day,50%,48.11084,11.59828,1.0,2.0,2.0,106.0,6,306,3.4033617985330786
1157232594818878396,5.0,9,Central in Maxvorstadt,"Are you working at Oktoberfest? Let’s discuss the price.<br /><br />——<br /><br />Discover this beautiful apartment in the Maxvorstadt, just a cat's jump from the University Quarter. The central location offers excellent public transport connections and numerous shopping options nearby. Your rooms are set up like a self-contained flat and allow for a very independent stay. Only you will share the fully equipped kitchen with the senior roommate who spends most of her time outside Munich.",,2021-07-28,within a few hours,100%,48.15244506034,11.574257229047742,1.0,1.0,2.0,130.0,1,69,1.6775784355136156
1157749542249090589,4.84,38,Cozy studio apartment in city center with balcony,"Cozy apartment with balcony in the city center of Munich within a hotel. This beautiful apartment is furnished to a high standard and offers everything your heart desires. <br />Located directly at the central station of Munich, everything is within walking distance. Nevertheless, it is very quiet and perfect for exploring the beautiful city.<br /><br />Although it is located in the Vi Vadi Hotel, it is operated independently.","The address of the apartment in Munich is a centrally located area in the Maxvorstadt neighborhood, known for its vibrant urban feel, artsy culture, and historical landmarks. Here’s a bit more about the area, along with some additional recommendations for guests staying there:<br /><br />1. Cultural Highlights Nearby<br />   - Königsplatz: Just a 10-minute walk away, Königsplatz is a stunning square inspired by classical Greek architecture. It’s home to three major museums—the Glyptothek, the Staatliche Antikensammlungen (State Collection of Antiquities), and the Lenbachhaus (known for its Blue Rider art collection). Great for art lovers and history buffs!<br />   - Munich’s Art Quarter (Kunstareal): A little further on, Munich’s “Kunstareal” is home to museums like the Alte Pinakothek, Neue Pinakothek, and the Pinakothek der Moderne, which feature art from the Renaissance to modern times.<br /><br />2. Shopping and Essentials<br />   - Stachus (Karlsplatz): About a 15-minute walk or s",2016-03-02,within an hour,100%,48.14323,11.5591,1.0,1.0,3.0,414.0,3,60,1.3758429874763285
1158040976554867926,5.0,2,Cosy Room in the heart of Munich,"Enjoy being close to cafés, bars, and restaurants, all within walking distance in the very heart of Munich.<br /><br />Public transportation is easily accessible, with trams, metros, and buses nearby. The central station is just 10 minutes away by metro, and a 25-minute walk takes you to Viktualienmarkt and Marienplatz. <br /><br />Despite its central location, it is only a 2-minute walk from the peaceful river Isar, surrounded by trees and parks, offering a unique experience of urban and natural landscapes.",,2012-05-26,within a day,100%,48.123989875015454,11.577899473703098,1.0,1.0,0.0,97.0,1,365,1.499949867077819
1158137187959684181,4.88,17,Cozy room in Schwabing West,"Cozy room with WiFi and TV, located in a flat with a fully equipped kitchen, washing machine, and balcony facing a quiet inner patio. Enjoy nearby parks and easy access to public transportation: 5-minute walk to the U-Bahn and 10 minutes to Hauptbahnhof. Buses and trams are just 2 minutes away. Surrounded by diverse dining options. Friendly dog on-site. Ideal for stays of 1 week or longer.",,2016-01-16,within a few hours,100%,48.16207752932071,11.57334230840206,1.0,1.0,1.0,144.0,3,730,2.7507682267842504
1158449453116001694,5.0,7,5 min walk to convention center,"Quiet two-room apartment, 5 min. walk to the trade fair. 10 minutes to Riemer See with a large park. Balcony with park view and wide city view / skyline of Munich. In 20 minutes, you can reach Munich's city center by subway.",,2014-05-06,,,48.12906,11.68866,1.0,1.0,2.0,539.0,1,365,8.453164426214125
1158628751354356477,,0,Ground Loft - City,"Welcome to our modern and spacious ground floor loft, perfect for an unforgettable stay in Munich. The loft offers flexibility and comfort through two separate entrances that guarantee you privacy and easy access. The impressive high ceilings give the apartment an airy and open feeling, ideal for relaxing and feeling good. The living room and dining area is spread over two levels and stretches over 50 square meters.",,2013-10-11,,,48.13663934027037,11.53529922698366,1.0,1.0,2.0,130.0,3,365,2.979660341606197
1158833301644831268,4.94,48,Charming room in the heart of Munich,"Welcome to the cozy apartment in the heart of Munich! Your 16 m² bedroom in this spacious old building apartment offers everything you need for a pleasant stay. The apartment is fully furnished and has a fully equipped kitchen, a comfortable bathroom and an inviting living room. I am an open and sociable host and will be happy to give you tips for the city. If you want some peace and quiet, I am also happy to stay in the background.",,2016-08-06,within a few hours,89%,48.13606185957823,11.560928374528885,1.0,1.0,1.0,213.0,1,90,1.0866049217491751
1159285902344384148,4.94,16,Einzimmerappartement,"Super centrally located studio apartment on Gärtnerplatz. 100 m to the Isar, 300 m to the Viktualienmarkt. Restaurants, bars, restaurants around the corner and at your doorstep!<br />The apartment is on the ground floor oriented to the quiet courtyard. The total area is 25 sqm with hallway, storage room, toilet with sep. Shower and the living/sleeping room with full kitchenette. A washing machine is also available.<br />There are up to three sleeping options in total: one bunk bed and two pull-out armchairs",,2024-05-18,within a day,70%,48.13052889999999,11.5781191,1.0,0.0,2.0,221.0,2,365,0.7872381127353247
1160054034811554110,5.0,10,Gemütliches Zimmer im Herzen München,"Welcome to the heart of Munich!<br />This small, cozy bedroom in a spacious apartment offers you comfort and a perfect location. The large living room, kitchen and bathroom are shared with a friendly 30-year-old engineer. The apartment is modernly furnished and fully equipped. Perfect access to public transport and numerous local amenities in the immediate vicinity.<br />Wifi included, non-smoking, no pets. Ideal to discover Munich!",,2015-11-09,within a few hours,100%,48.13137,11.56694,1.5,1.0,1.0,315.0,2,14,0.918751458259425
1160091813160254989,5.0,3,"Exclusive, central, and calm three room apartment","Welcome to our charming, calm, and well situated apartment. Perfect for families, couples or small groups, our home offers all the comforts you need for a relaxing getaway.<br /><br />The apartment features a cozy living room with comfortable seating, a table, plenty of toys, and books.<br /><br />The master bedroom boasts a king-size bed plus a single one, while the second bedroom offers a 140x200 bed, making it perfect for children or additional guests.<br /><br />Our fully equipped kitchen includes everything you need",,2013-09-17,within a day,100%,48.15656149198464,11.56990926273738,1.0,2.0,3.0,108.0,5,30,2.172095477513571
1160095272775010953,4.33,3,Helle und geräumige Wohnung im Zentrum München,"Welcome to the heart of Munich!<br />This large, light and spacious apartment offers comfort and a perfect location. The apartment is modern and is fully equipped. Perfect access to public transport and numerous local amenities in the immediate vicinity.<br />Wifi included, non-smoking, no pets. Ideal to discover Munich!",,2015-11-09,within a few hours,100%,48.13094,11.56733,1.5,1.0,2.0,350.0,4,30,0.935212295486299
1160651325412919947,4.83,12,Wohnung Isarvorstadt-Zentrum,"- 7 minutes walk to downtown and central station.<br />- 5 minutes to Oktoberfest<br />- Directly on Goetheplatz<br />- Direct connection to the football stadium (approx. 20 minutes)<br />The beautiful old building apartment is on the 4th floor. Popular neighborhood with many restaurants and shopping, but bedrooms facing the courtyard with tranquility.<br />The apartment is fully equipped. Sofa bed<br />140x200m guests is the entire Apartment available<br />Washer and dryer are located in the apartment",,2021-05-26,within an hour,100%,48.1271672,11.5586183,1.0,1.0,1.0,272.0,2,365,1.6874164448280533
1160907536877569841,,0,Große Wohnung im Herzen Münchens,,,2019-08-10,within a day,100%,48.15651,11.5679,2.0,2.0,2.0,172.0,30,365,2.1995719205820072
1160940661409316720,,0,Schöne Wohnung /Oktoberfestnähe,"Rent my apartment during Oktoberfest.<br />Preferably to family with a child. The apartment is not suitable for the party as we have strict neighbors. My apartment has a small children's room with cot, one bedroom (bed 200 x160 cm), two separate small bathrooms, living room, kitchen and balcony. The cleaning lady will clean the apartment BEFORE moving in and AFTER moving in. Beds will be made. Towels provided.<br />NO PARTY allowed , NO SMOKING in the apartment!",,2014-05-24,,,48.110756916866926,11.54936889569398,2.0,1.0,1.0,209.0,7,365,3.5365183854268647
1160982765013393897,4.63,35,Maisonette Zimmer City,"This guesthouse – in a prime location in the district of Ludwigsvorstadt – is 1.3 km from Sendlinger Tor, 2 km from Karlsplatz (Stachus) and 1.6 km from Asamkirche. The property is 1.9 km from Marienplatz and City Hall, 1.8 km from Munich Central Station and 2.9 km from Deutsches Museum. The property offers a shared kitchen and free WiFi throughout the property, metro proximity",,2017-07-27,within an hour,96%,48.1268208,11.5560318,3.0,1.0,0.0,80.0,1,365,1.85806009795201
1161335253508980588,4.79,14,Maisonette Zimmer Relax,"This guesthouse – in a prime location in the district of Ludwigsvorstadt – is 1.3 km from Sendlinger Tor, 2 km from Karlsplatz (Stachus) and 1.6 km from Asamkirche. The property is 1.9 km from Marienplatz and City Hall, 1.8 km from Munich Central Station and 2.9 km from Deutsches Museum. The property offers a shared kitchen and free Wi-Fi throughout the property. U-Bahn (subway)nearby , U3-U6 Direct connection 2 stations to Marienplatz",,2017-07-27,within an hour,96%,48.1268208,11.5560318,3.0,1.0,0.0,75.0,1,365,1.85806009795201
1161343457450480166,5.0,14,Gartenwohnung in München,"The apartment is very centrally located. 15 minutes walking from Central Station, 15 minutes from the Isar. Well-equipped with public transport. <br /><br />The apartment is in the backyard with large, private garden and completely renovated and new. Great for a city trip or coworking. <br /><br />Restaurants and supermarkets are many within minutes walking distance. <br />Marienplatz and many attractions are a 15-minute walk.",,2016-05-03,within an hour,100%,48.12694,11.55861,1.0,1.0,1.0,279.0,1,365,1.704972099199407
